timestamp,ticker,series_ticker,series_id,time_idx,side,pred_long,pred_short,pred_edge,realized_pnl,spread,staleness_sec,has_obs
2026-02-06 16:25:30,KXNCAAMBSPREAD-26FEB06DAYVCU-VCU7,KXNCAAMBSPREAD,KXNCAAMBSPREAD-26FEB06DAYVCU-VCU7:0,0,SHORT,-14.343214634771716,10.574428655433936,10.574428655433936,48.0,1.0,0.0,1
2026-02-06 16:25:30,KXNCAAMBTOTAL-26FEB06DAYVCU-149,KXNCAAMBTOTAL,KXNCAAMBTOTAL-26FEB06DAYVCU-149:0,0,SHORT,-10.498905478591407,4.681557859101766,4.681557859101766,-3.0,3.0,0.0,1
2026-02-06 16:26:30,KXNBATOTAL-26FEB06MEMPOR-234,KXNBATOTAL,KXNBATOTAL-26FEB06MEMPOR-234:0,0,SHORT,-9.246523171758907,6.149627427456969,6.149627427456969,-5.0,5.0,0.0,1
2026-02-06 16:26:30,KXNBAPTS-26FEB06NOPMIN-MINAEDWARDS5-30,KXNBAPTS,KXNBAPTS-26FEB06NOPMIN-MINAEDWARDS5-30:0,0,SHORT,-10.498905478591407,4.681557859101766,4.681557859101766,-3.0,3.0,0.0,1
2026-02-06 16:28:30,KXATPMATCH-26FEB06DAMNAR-NAR,KXATPMATCH,KXATPMATCH-26FEB06DAMNAR-NAR:0,0,SHORT,-14.343214634771716,10.574428655433936,10.574428655433936,46.0,5.0,0.0,1
2026-02-06 16:31:30,KXNBAGAME-26FEB06INDMIL-IND,KXNBAGAME,KXNBAGAME-26FEB06INDMIL-IND:0,0,SHORT,-9.246523171758907,6.149627427456969,6.149627427456969,47.0,3.0,0.0,1
2026-02-06 16:38:30,KXETHMINMON-ETH-26FEB28-175000,KXETHMINMON,KXETHMINMON-ETH-26FEB28-175000:0,0,SHORT,-9.246523171758907,6.149627427456969,6.149627427456969,47.0,3.0,0.0,1
2026-02-06 16:42:30,KXSERIEAGAME-26FEB07GENNAP-NAP,KXSERIEAGAME,KXSERIEAGAME-26FEB07GENNAP-NAP:0,0,SHORT,-9.246523171758907,6.149627427456969,6.149627427456969,-5.0,5.0,0.0,1
2026-02-06 16:45:00,KXLALIGAGAME-26FEB06RCCOSA-RCC,KXLALIGAGAME,KXLALIGAGAME-26FEB06RCCOSA-RCC:0,0,SHORT,-9.246523171758907,6.149627427456969,6.149627427456969,48.0,1.0,0.0,1
2026-02-06 17:40:00,KXATPCHALLENGERMATCH-26FEB06GENBRO-BRO,KXATPCHALLENGERMATCH,KXATPCHALLENGERMATCH-26FEB06GENBRO-BRO:0,20,SHORT,-14.343214634771716,10.574428655433936,10.574428655433936,46.0,4.0,0.0,1
2026-02-06 17:40:00,KXNCAAMBTOTAL-26FEB06DAYVCU-149,KXNCAAMBTOTAL,KXNCAAMBTOTAL-26FEB06DAYVCU-149:0,149,SHORT,-14.343214634771716,10.574428655433936,10.574428655433936,-5.0,5.0,0.0,1
2026-02-06 17:51:30,KXSBGUESTS-26-SSWE,KXSBGUESTS,KXSBGUESTS-26-SSWE:0,0,SHORT,-9.246523171758907,6.149627427456969,6.149627427456969,-2.0,2.0,0.0,1
2026-02-06 17:58:00,KXSERIEAGAME-26FEB07GENNAP-NAP,KXSERIEAGAME,KXSERIEAGAME-26FEB07GENNAP-NAP:0,151,SHORT,-9.246523171758907,6.149627427456969,6.149627427456969,-2.0,2.0,0.0,1
2026-02-06 18:06:00,KXCS2GAME-26FEB07TSFURIA-FURIA,KXCS2GAME,KXCS2GAME-26FEB07TSFURIA-FURIA:0,0,SHORT,-11.288285388688756,4.681557859101766,4.681557859101766,-5.0,5.0,0.0,1
2026-02-06 18:32:30,KXSERIEAGAME-26FEB07GENNAP-NAP,KXSERIEAGAME,KXSERIEAGAME-26FEB07GENNAP-NAP:0,220,SHORT,-9.246523171758907,6.149627427456969,6.149627427456969,-1.0,1.0,0.0,1
2026-02-06 18:41:00,KXSBSETLISTS-26-CHA,KXSBSETLISTS,KXSBSETLISTS-26-CHA:0,0,SHORT,-10.498905478591407,4.681557859101766,4.681557859101766,-5.0,5.0,0.0,1
2026-02-06 18:53:30,KXNCAAMBSPREAD-26FEB07OKSTARIZ-ARIZ21,KXNCAAMBSPREAD,KXNCAAMBSPREAD-26FEB07OKSTARIZ-ARIZ21:0,0,SHORT,-10.498905478591407,4.681557859101766,4.681557859101766,-3.0,3.0,0.0,1
2026-02-06 18:58:30,KXNCAAMBTOTAL-26FEB06MURRSIU-158,KXNCAAMBTOTAL,KXNCAAMBTOTAL-26FEB06MURRSIU-158:0,306,SHORT,-9.679064121593424,3.4134234750732917,3.4134234750732917,-3.0,3.0,0.0,1
2026-02-06 19:16:00,KXSERIEAGAME-26FEB07GENNAP-NAP,KXSERIEAGAME,KXSERIEAGAME-26FEB07GENNAP-NAP:0,307,SHORT,-9.246523171758907,6.149627427456969,6.149627427456969,-1.0,1.0,0.0,1
2026-02-06 19:37:00,KXNCAAMBSPREAD-26FEB07OKSTARIZ-ARIZ21,KXNCAAMBSPREAD,KXNCAAMBSPREAD-26FEB07OKSTARIZ-ARIZ21:0,87,SHORT,-9.82572936517897,3.664436788895813,3.664436788895813,-3.0,3.0,0.0,1
2026-02-06 19:42:30,KXNCAAMBTOTAL-26FEB06MURRSIU-158,KXNCAAMBTOTAL,KXNCAAMBTOTAL-26FEB06MURRSIU-158:0,394,SHORT,-9.679064121593424,3.664436788895813,3.664436788895813,-3.0,3.0,0.0,1
2026-02-06 19:53:30,KXVALORANTGAME-26FEB06EGNV-NV,KXVALORANTGAME,KXVALORANTGAME-26FEB06EGNV-NV:0,0,SHORT,-9.246523171758907,6.149627427456969,6.149627427456969,-3.0,3.0,0.0,1
2026-02-06 20:22:00,KXNCAAMBSPREAD-26FEB07OKSTARIZ-ARIZ21,KXNCAAMBSPREAD,KXNCAAMBSPREAD-26FEB07OKSTARIZ-ARIZ21:0,177,SHORT,-11.325440663761741,5.110563755579162,5.110563755579162,44.0,3.0,0.0,1
2026-02-06 20:27:30,KXNCAAMBTOTAL-26FEB06MURRSIU-158,KXNCAAMBTOTAL,KXNCAAMBTOTAL-26FEB06MURRSIU-158:0,484,SHORT,-9.679064121593424,4.644286849221348,4.644286849221348,-3.0,3.0,0.0,1
2026-02-06 20:28:30,KXNBASPREAD-26FEB06NOPMIN-MIN8,KXNBASPREAD,KXNBASPREAD-26FEB06NOPMIN-MIN8:0,0,SHORT,-9.246523171758907,6.149627427456969,6.149627427456969,-2.0,2.0,0.0,1
2026-02-06 20:28:30,KXNBATOTAL-26FEB06MIABOS-226,KXNBATOTAL,KXNBATOTAL-26FEB06MIABOS-226:0,0,SHORT,-9.246523171758907,6.149627427456969,6.149627427456969,-1.0,1.0,0.0,1
2026-02-06 21:10:30,KXATPCHALLENGERMATCH-26FEB06DOSSMI-DOS,KXATPCHALLENGERMATCH,KXATPCHALLENGERMATCH-26FEB06DOSSMI-DOS:0,90,SHORT,-9.246523171758907,6.149627427456969,6.149627427456969,-5.0,5.0,0.0,1
2026-02-06 21:12:30,KXNCAAMBTOTAL-26FEB06MURRSIU-158,KXNCAAMBTOTAL,KXNCAAMBTOTAL-26FEB06MURRSIU-158:0,574,SHORT,-9.679064121593424,4.644286849221348,4.644286849221348,-3.0,3.0,0.0,1
2026-02-06 21:13:00,KXNBATOTAL-26FEB06MEMPOR-234,KXNBATOTAL,KXNBATOTAL-26FEB06MEMPOR-234:0,573,SHORT,-14.343214634771716,10.574428655433936,10.574428655433936,47.0,2.0,0.0,1
2026-02-06 21:13:00,KXNBASPREAD-26FEB06NOPMIN-MIN8,KXNBASPREAD,KXNBASPREAD-26FEB06NOPMIN-MIN8:0,89,SHORT,-9.246523171758907,6.149627427456969,6.149627427456969,0.0,0.0,0.0,1
2026-02-06 21:30:00,KXNBASPREAD-26FEB06NOPMIN-MIN8,KXNBASPREAD,KXNBASPREAD-26FEB06NOPMIN-MIN8:0,123,SHORT,-9.246523171758907,6.149627427456969,6.149627427456969,0.0,0.0,0.0,1
