timestamp,ticker,group_key,series_id,time_idx,side,pred_long,pred_short,pred_edge,realized_pnl,realized_pnl_gross,realized_pnl_net,spread,staleness_sec,has_obs
2026-02-07 17:03:30,KXNCAAMBTOTAL-26FEB07SYRUVA-147,KXNCAAMBTOTAL-26FEB07SYRUVA-147,KXNCAAMBTOTAL-26FEB07SYRUVA-147:1,407,SHORT,-22.26341466417737,16.59685248250231,16.59685248250231,42.0,44.0,42.0,5.0,0.0,1
2026-02-07 17:23:30,KXLALIGAGAME-26FEB07SEVGIR-SEV,KXLALIGAGAME-26FEB07SEVGIR-SEV,KXLALIGAGAME-26FEB07SEVGIR-SEV:0,405,SHORT,-17.82868459969898,19.266386011371985,19.266386011371985,45.0,47.0,45.0,3.0,0.0,1
2026-02-07 19:13:00,KXLALIGAGAME-26FEB07RVCOVI-RVC,KXLALIGAGAME-26FEB07RVCOVI-RVC,KXLALIGAGAME-26FEB07RVCOVI-RVC:1,319,SHORT,-14.345776931484025,8.6013762961335,8.6013762961335,41.0,43.0,41.0,2.0,0.0,1
2026-02-07 22:46:00,KXNBASPREAD-26FEB07DENCHI-DEN7,KXNBASPREAD-26FEB07DENCHI-DEN7,KXNBASPREAD-26FEB07DENCHI-DEN7:1,0,SHORT,-10.96021338018562,11.795560013875965,11.795560013875965,-2.0,0.0,-2.0,0.0,0.0,1
2026-02-07 23:17:00,KXBTCD-26FEB0817-T68999.99,KXBTCD-26FEB0817-T68999.99,KXBTCD-26FEB0817-T68999.99:0,0,SHORT,-21.463084205601273,17.72546273706938,17.72546273706938,43.0,45.0,43.0,3.0,0.0,1
2026-02-07 23:20:00,KXNBASPREAD-26FEB07DALSAS-SAS14,KXNBASPREAD-26FEB07DALSAS-SAS14,KXNBASPREAD-26FEB07DALSAS-SAS14:0,320,SHORT,-14.762727885362557,23.437662295071785,23.437662295071785,45.0,47.0,45.0,0.0,0.0,1
2026-02-07 23:22:00,KXNBATOTAL-26FEB07CLESAC-233,KXNBATOTAL-26FEB07CLESAC-233,KXNBATOTAL-26FEB07CLESAC-233:0,206,SHORT,-14.872681454144113,23.475838378020892,23.475838378020892,46.0,48.0,46.0,0.0,0.0,1
2026-02-07 23:22:00,KXNBATOTAL-26FEB07CHAATL-234,KXNBATOTAL-26FEB07CHAATL-234,KXNBATOTAL-26FEB07CHAATL-234:0,0,SHORT,-12.617941634278957,11.660845118841577,11.660845118841577,-3.0,-1.0,-3.0,1.0,0.0,1
2026-02-07 23:30:30,KXNCAAMBGAME-26FEB07HALLCREI-HALL,KXNCAAMBGAME-26FEB07HALLCREI-HALL,KXNCAAMBGAME-26FEB07HALLCREI-HALL:0,0,SHORT,-8.5446295291023,8.404812887575593,8.404812887575593,46.0,48.0,46.0,1.0,0.0,1
2026-02-07 23:44:30,KXEFLCHAMPIONSHIPGAME-26FEB03PORIPS-IPS,KXEFLCHAMPIONSHIPGAME-26FEB03PORIPS-IPS,KXEFLCHAMPIONSHIPGAME-26FEB03PORIPS-IPS:0,543,SHORT,-23.04013908308729,18.01651129038308,18.01651129038308,44.0,46.0,44.0,1.0,0.0,1
