timestamp,ticker,group_key,series_id,time_idx,side,pred_long,pred_short,pred_edge,realized_pnl,realized_pnl_gross,realized_pnl_net,spread,staleness_sec,has_obs
2026-02-07 01:49:00,KXNBATOTAL-26FEB07HOUOKC-215,KXNBATOTAL-26FEB07HOUOKC-215,KXNBATOTAL-26FEB07HOUOKC-215:0,0,SHORT,-24.195018124611757,21.261308928311095,21.261308928311095,42.0,44.0,42.0,5.0,0.0,1
2026-02-07 03:25:30,KXNCAAMBSPREAD-26FEB07HALLCREI-CREI2,KXNCAAMBSPREAD-26FEB07HALLCREI-CREI2,KXNCAAMBSPREAD-26FEB07HALLCREI-CREI2:0,0,SHORT,-23.223184143330688,19.485330987008183,19.485330987008183,44.0,46.0,44.0,3.0,0.0,1
2026-02-07 03:25:30,KXNCAAMBSPREAD-26FEB07UGALSU-UGA1,KXNCAAMBSPREAD-26FEB07UGALSU-UGA1,KXNCAAMBSPREAD-26FEB07UGALSU-UGA1:0,0,SHORT,-23.072911424389428,19.485330987008183,19.485330987008183,45.0,47.0,45.0,1.0,0.0,1
2026-02-07 03:30:00,KXNCAAMBSPREAD-26FEB07VTNCST-NCST9,KXNCAAMBSPREAD-26FEB07VTNCST-NCST9,KXNCAAMBSPREAD-26FEB07VTNCST-NCST9:0,0,SHORT,-9.988379398904554,18.520615301788936,18.520615301788936,46.0,48.0,46.0,0.0,0.0,1
2026-02-07 16:33:30,KXBUNDESLIGAGAME-26FEB07BMGLEV-LEV,KXBUNDESLIGAGAME-26FEB07BMGLEV-LEV,KXBUNDESLIGAGAME-26FEB07BMGLEV-LEV:0,1321,SHORT,-17.744376147587644,21.57546968034576,21.57546968034576,46.0,48.0,46.0,1.0,0.0,1
2026-02-07 17:23:30,KXLALIGAGAME-26FEB07SEVGIR-SEV,KXLALIGAGAME-26FEB07SEVGIR-SEV,KXLALIGAGAME-26FEB07SEVGIR-SEV:0,405,SHORT,-17.82868459969898,19.266386011371985,19.266386011371985,45.0,47.0,45.0,3.0,0.0,1
2026-02-07 23:17:00,KXBTCD-26FEB0817-T68999.99,KXBTCD-26FEB0817-T68999.99,KXBTCD-26FEB0817-T68999.99:0,0,SHORT,-21.463084205601273,17.72546273706938,17.72546273706938,43.0,45.0,43.0,3.0,0.0,1
2026-02-07 23:20:00,KXNBASPREAD-26FEB07DALSAS-SAS14,KXNBASPREAD-26FEB07DALSAS-SAS14,KXNBASPREAD-26FEB07DALSAS-SAS14:0,320,SHORT,-14.762727885362557,23.437662295071785,23.437662295071785,45.0,47.0,45.0,0.0,0.0,1
2026-02-07 23:22:00,KXNBATOTAL-26FEB07CLESAC-233,KXNBATOTAL-26FEB07CLESAC-233,KXNBATOTAL-26FEB07CLESAC-233:0,206,SHORT,-14.872681454144113,23.475838378020892,23.475838378020892,46.0,48.0,46.0,0.0,0.0,1
2026-02-07 23:44:30,KXEFLCHAMPIONSHIPGAME-26FEB03PORIPS-IPS,KXEFLCHAMPIONSHIPGAME-26FEB03PORIPS-IPS,KXEFLCHAMPIONSHIPGAME-26FEB03PORIPS-IPS:0,543,SHORT,-23.04013908308729,18.01651129038308,18.01651129038308,44.0,46.0,44.0,1.0,0.0,1
