timestamp,ticker,group_key,series_id,time_idx,side,pred_long,pred_short,pred_edge,realized_pnl,realized_pnl_gross,realized_pnl_net,spread,staleness_sec,has_obs
2026-02-07 01:49:00,KXNBATOTAL-26FEB07HOUOKC-215,KXNBATOTAL-26FEB07HOUOKC-215,KXNBATOTAL-26FEB07HOUOKC-215:0,0,SHORT,-24.195018124611757,20.769778785147963,20.769778785147963,42.0,44.0,42.0,5.0,0.0,1
2026-02-07 01:52:30,KXNCAAMBTOTAL-26FEB07OKSTARIZ-168,KXNCAAMBTOTAL-26FEB07OKSTARIZ-168,KXNCAAMBTOTAL-26FEB07OKSTARIZ-168:0,0,SHORT,-13.123832564255258,12.143088745631088,12.143088745631088,-5.0,-3.0,-5.0,3.0,0.0,1
2026-02-07 03:25:30,KXNCAAMBSPREAD-26FEB07HALLCREI-CREI2,KXNCAAMBSPREAD-26FEB07HALLCREI-CREI2,KXNCAAMBSPREAD-26FEB07HALLCREI-CREI2:0,0,SHORT,-23.223184143330688,18.79966171986845,18.79966171986845,44.0,46.0,44.0,3.0,0.0,1
2026-02-07 03:25:30,KXNCAAMBSPREAD-26FEB07UGALSU-UGA1,KXNCAAMBSPREAD-26FEB07UGALSU-UGA1,KXNCAAMBSPREAD-26FEB07UGALSU-UGA1:0,0,SHORT,-23.072911424389428,18.79966171986845,18.79966171986845,45.0,47.0,45.0,1.0,0.0,1
2026-02-07 03:25:30,KXNBATOTAL-26FEB07WASBKN-220,KXNBATOTAL-26FEB07WASBKN-220,KXNBATOTAL-26FEB07WASBKN-220:0,0,SHORT,-22.931302360491408,16.8564456758582,16.8564456758582,44.0,46.0,44.0,5.0,0.0,1
2026-02-07 03:30:00,KXNCAAMBSPREAD-26FEB07VTNCST-NCST9,KXNCAAMBSPREAD-26FEB07VTNCST-NCST9,KXNCAAMBSPREAD-26FEB07VTNCST-NCST9:0,0,SHORT,-9.988379398904554,17.50837113517263,17.50837113517263,46.0,48.0,46.0,0.0,0.0,1
2026-02-07 07:26:30,KXNBASPREAD-26FEB07PHIPHX-PHX1,KXNBASPREAD-26FEB07PHIPHX-PHX1,KXNBASPREAD-26FEB07PHIPHX-PHX1:0,91,SHORT,-17.19490778729389,13.720809033289463,13.720809033289463,46.0,48.0,46.0,1.0,0.0,1
2026-02-07 10:31:30,KXNBATOTAL-26FEB07PHIPHX-223,KXNBATOTAL-26FEB07PHIPHX-223,KXNBATOTAL-26FEB07PHIPHX-223:0,459,SHORT,-17.35404158405695,8.231642195165639,8.231642195165639,44.0,46.0,44.0,4.0,0.0,1
2026-02-07 16:33:30,KXBUNDESLIGAGAME-26FEB07BMGLEV-LEV,KXBUNDESLIGAGAME-26FEB07BMGLEV-LEV,KXBUNDESLIGAGAME-26FEB07BMGLEV-LEV:0,1321,SHORT,-17.744376147587644,20.488909185273727,20.488909185273727,46.0,48.0,46.0,1.0,0.0,1
2026-02-07 17:02:30,KXNBATOTAL-26FEB07UTAORL-238,KXNBATOTAL-26FEB07UTAORL-238,KXNBATOTAL-26FEB07UTAORL-238:1,407,SHORT,-12.427877796126147,11.572390451586362,11.572390451586362,-4.0,-2.0,-4.0,2.0,0.0,1
2026-02-07 17:03:30,KXNCAAMBTOTAL-26FEB07SYRUVA-147,KXNCAAMBTOTAL-26FEB07SYRUVA-147,KXNCAAMBTOTAL-26FEB07SYRUVA-147:1,407,SHORT,-22.26341466417737,15.607958646305127,15.607958646305127,42.0,44.0,42.0,5.0,0.0,1
2026-02-07 17:23:30,KXLALIGAGAME-26FEB07SEVGIR-SEV,KXLALIGAGAME-26FEB07SEVGIR-SEV,KXLALIGAGAME-26FEB07SEVGIR-SEV:0,405,SHORT,-17.82868459969898,18.42351365929869,18.42351365929869,45.0,47.0,45.0,3.0,0.0,1
2026-02-07 19:13:00,KXLALIGAGAME-26FEB07RVCOVI-RVC,KXLALIGAGAME-26FEB07RVCOVI-RVC,KXLALIGAGAME-26FEB07RVCOVI-RVC:1,319,SHORT,-14.345776931484025,7.954949338876016,7.954949338876016,41.0,43.0,41.0,2.0,0.0,1
2026-02-07 22:46:00,KXNBASPREAD-26FEB07DENCHI-DEN7,KXNBASPREAD-26FEB07DENCHI-DEN7,KXNBASPREAD-26FEB07DENCHI-DEN7:1,0,SHORT,-10.96021338018562,11.488179569150226,11.488179569150226,-2.0,0.0,-2.0,0.0,0.0,1
2026-02-07 23:17:00,KXBTCD-26FEB0817-T68999.99,KXBTCD-26FEB0817-T68999.99,KXBTCD-26FEB0817-T68999.99:0,0,SHORT,-21.463084205601273,16.653882766991824,16.653882766991824,43.0,45.0,43.0,3.0,0.0,1
2026-02-07 23:20:00,KXNBASPREAD-26FEB07DALSAS-SAS14,KXNBASPREAD-26FEB07DALSAS-SAS14,KXNBASPREAD-26FEB07DALSAS-SAS14:0,320,SHORT,-14.762727885362557,22.564784703454098,22.564784703454098,45.0,47.0,45.0,0.0,0.0,1
2026-02-07 23:22:00,KXNBATOTAL-26FEB07CLESAC-233,KXNBATOTAL-26FEB07CLESAC-233,KXNBATOTAL-26FEB07CLESAC-233:0,206,SHORT,-14.872681454144113,22.360285856546454,22.360285856546454,46.0,48.0,46.0,0.0,0.0,1
2026-02-07 23:22:00,KXNBATOTAL-26FEB07CHAATL-234,KXNBATOTAL-26FEB07CHAATL-234,KXNBATOTAL-26FEB07CHAATL-234:0,0,SHORT,-12.617941634278957,11.353464674115838,11.353464674115838,-3.0,-1.0,-3.0,1.0,0.0,1
